Barcode,ISBN,Resource Type,Section,Title,Author,Status,# times Checked Out,Accession Date
7993,9780441011162,Books,Science Fiction,Coyote,"Steele, Allen",,2,12/12/2015
11090,0380725231,Books,Fiction,Coyote Blue,"Moore, Christopher",,2,12/4/2015
10287,9780451213150,Books,Fantasy,Coyote Dream,"Stein, Jessica Davis",,1,12/11/2015
7995,9780441013579,Books,Fiction,Coyote Frontier,"Steele, Allen",,1,12/2/2015
235824,9781941040621,Books,Judd Dolle,"Coyote's Bicycle, The","Taylor, Kimball",,1,2/9/2020
22396,0552144657,Books,Non-fiction,CQB,"Curtis, Mike , 1957-",,1,1/20/2019
300118,9781416906384,Books,Young Adult,**Cracker! The Best Dog In Vietnam,"Kadohata, Cynthia",,1,3/15/2021
21323,9780446356015,Books,Science Fiction,Cradle,"Clarke, Arthur C.",,1,10/6/2018
300801,9780307408105,Books,Non-fiction,"Craft Of Baking, The","DeMasco, Karen.",,0,4/20/2021
6947,0517122359,Books,Non-fiction,Craig Claiborne's the new New York times cookbook,"Claiborne, Craig.",,1,10/30/2015
2605,0027291812,Books,child adv. read,Cranberry Summer,"Devlin, Wende.",,7,10/14/2015
9349,9780143039419,Books,Fiction,Cranford,"Gaskell, Elizabeth Cleghorn , 1810-1865.",,0,11/25/2015
13741,,DVDs,DVD,Crash,,,4,12/15/2015
7404,9781554684861,Books,Non-fiction,Crazy for the Storm,"Ollestad, Norman",,0,3/25/2021
235817,9780312662110,Books,Non-fiction,Crazy Rich,"Oppenheimer, Jerry.",,1,2/8/2020
21753,9780804171588,Books,Fiction,**Crazy rich Asians,"Kwan, Kevin.",,6,7/27/2017
300446,9780385679077,Books,Fiction,Crazy Rich Asians,"Kwan, Kevin , author.",,0,3/26/2021
11120,0689802900,Books,pic. books hard,"Creak, Thump, Bonk!","Roth, Susan L.",,7,1/12/2016
5650,9781586484934,Books,Non-fiction,Creating A World Without Poverty,"Yunus, Muhammad , 1940-",,0,10/24/2015
2441,,Books,Non-fiction,Creating Minds,"Gardner, Howard",,2,10/3/2015
2335,0394519957,Books,Hardcover fict,Creation,"Vidal, Gore",,2,9/30/2015
5395,0195066049,Books,Non-fiction,"Creation Of Feminist Consciousness, The","Lerner, Gerda , 1920-2013.",,0,10/23/2015
1210,0891342443,Books,Judd Dolle,Creative Ad Design And Illustration,"Ward, Dick",,0,9/17/2015
7199,0486233707,Books,Non-fiction,Creative Macrame Projects,"Barnes, Charles",,0,11/2/2015
14423,0486216098,Books,Judd Dolle,Creative Painting and Drawing,"Toney, Anthony",,1,4/23/2016
4269,9781585423293,Books,Non-fiction,Creativity,"Fox, Matthew",,3,10/14/2015
5952,9780394543956,Books,Non-fiction,"creators, The","Boorstin, Daniel J.  (Daniel Joseph) , 1914-2004.",,0,11/10/2015
13005,,DVDs,DVD,Crepusculo,,,1,12/15/2015
8248,9780393325546,Books,,Crescent,"Abu-Jaber, Diana",,1,11/12/2015
16504,9780425242391,Books,Hardcover fict,Crescent Dawn,"Cussler, Clive",,3,11/21/2015
235577,9780807068137,Books,Non-fiction,Cries Of The Spirit,"Sewell, Marilyn.",,0,12/21/2020
3341,1566194334,Books,Fiction,Crime And Punishment,"Dostoyevsky, Fyodor",,4,3/16/2016
13561,,DVDs,DVD,Crimes of the 20th Century/A Good Man in Africa,,,2,12/14/2015
12636,9780345528506,Books,Hardcover fict,Criminal,"Slaughter, Karin",,2,1/8/2016
13086,,DVDs,DVD,Criminal,,,3,12/14/2015
11100,0345441737,Books,Fiction,Criminal Intent,"Bernhardt, William",,1,12/22/2015
234045,9780765398499,Books,Fiction,Crimson Lake,,,1,12/9/2019
234554,9780156028776,Books,Fiction,"Crimson Petal And The White, The","Faber, Michel",,1,1/24/2020
10891,9780425216576,Books,Fiction,Crisis,"Cook, Robin",,2,11/21/2015
21484,9781455568871,Books,Non-fiction,Crisis Of Character,"Byrne, Gary J. , author.",,1,11/17/2018
7854,0441231942,Books,Fantasy,Crisis on Doona,"McCaffrey, Anne",,0,12/11/2015
235016,,DVDs,DVD,Criss Cross,,,0,8/10/2020
3307,0765346060,Books,Fiction,Crisscross,"Wilson, F. Paul",,3,2/27/2016
15717,9780425222270,Books,Fiction,Critical,"Cook, Robin",,2,8/22/2016
10254,9780765362476,Books,Fiction,Critical Mass,"Strieber, Whitley",,0,12/11/2015
2866,9780006628019,Books,Children,Crocodarling,"Rayner, Mary",,0,10/1/2015
17594,,DVDs,DVD,Cronicas,,,5,2/13/2017
9682,9780060594671,Books,Fiction,"Crooked Letter, Crooked Letter","Franklin, Tom",,4,11/25/2015
2497,9781594835995,Audiobooks,Audiobooks,Cross,"Patterson, James",,3,8/22/2016
4876,9780800790707,Books,Non-fiction,"Cross And The Switchblade, The","Wilkerson, David , 1931-2011.",,2,10/5/2015
12082,9780446536301,Books,Fiction,Cross Country,"Patterson, James",,3,12/7/2015
20051,9781455585137,Books,Fiction,Cross Justice,"Patterson, James",,3,2/3/2018
12073,9781455515806,Books,Fiction,Cross My Heart,"Patterson, James",,3,12/7/2015
20800,9781478918486,Books,Fiction,Cross The Line,,,5,9/24/2018
9719,9780375725982,Books,Fiction,Crossers,"Caputo, Philip",,4,11/18/2015
1439,9780399156816,Books,Hardcover fict,**Crossfire,"Francis, Dick",,6,9/21/2015
11168,9780786026197,Books,Fiction,Crossfire,"Johnstone, J. A.",,1,12/1/2015
2431,9781588720023,Books,Non-fiction,Crossing Over,"Edward, John  (John J.)",,0,10/2/2015
23219,9781787476745,Books,Fiction,Crossing places,"Griffiths, Elly",,2,11/27/2019
8093,9780061873478,Books,,Crossing the Heart of Africa,"Smith, Julian",,4,2/21/2017
22393,9780865715400,Books,Non-fiction,Crossing The Rubicon,"Ruppert, Michael C.",,1,1/20/2019
4738,9780904766783,Books,Non-fiction,Crossing The Stream,Sangharakshita,,1,10/14/2015
4401,0062502727,Books,Non-fiction,Crossing To Avalon,"Bolen, Jean Shinoda.",,2,10/3/2015
10295,9780140133486,Books,Fiction,Crossing to Safety,"Stegner, Wallace",,4,12/11/2015
12126,9780440241256,Books,Fiction,Crossroads,"Plain, Belva",,1,12/8/2015
7895,0812571339,Books,Fantasy,Crossroads of Twilight,"Jordan, Robert",,1,12/9/2015
13087,,DVDs,DVD,Crouching Tiger Hidden Drago,,,5,12/14/2015
3785,014050172x,Books,Children,Crow Boy,"Yashima, Taro",,1,10/1/2015
300494,9781509815890,Books,Fiction,"Crow Trap, The","Cleeves, Ann.",,0,3/27/2021
235077,9781572842243,Books,pic. books hard,Crown,"Barnes, Derrick D. , author.",,0,8/14/2020
692,0030865727,Books,Judd Dolle,"Crown Of Mexico, The","Haslip, Joan , 1911-",,1,9/15/2015
235768,9780062381798,Books,Fiction,Crucible,"Rollins, James",,1,2/5/2020
14753,9780142000991,Books,Non-fiction,"crucible, The","Miller, Arthur , 1915-2005.",,0,6/22/2016
235476,9780684195308,Books,Fiction,Cruel & Unusual,"Cornwell, Patricia Daniels.",,0,12/11/2020
5483,9780312947033,Books,Non-fiction,Cruel Games,"Ciotta, Rose.",,2,10/26/2015
234379,9780312573508,Books,Fiction,"**Cruelest Month, The","Penny, Louise",,5,1/3/2020
7418,9780395710838,Books,Non-fiction,Crusade,"Atkinson, Rick",,0,2/13/2018
15372,0805077030,Books,Non-fiction,Crusade,"Carroll, James , 1943-",,0,8/24/2016
13001,,DVDs,DVD,Cruzada Sangrienta,,,1,12/15/2015
22959,0553579142,Books,Fiction,Cry Dance,"Mitchell, Kirk",,1,3/12/2019
3449,9780345453426,Books,Fiction,Cry No More,"Howard, Linda",,0,3/16/2016
5906,0395322146,Books,Non-fiction,Cry of the Kalahari,"Owens, Mark , 1944-",,1,10/28/2015
16690,9780140181739,Books,Fiction,Cry the Beloved Country,"Paton, Alan",,1,6/5/2017
234264,9780553561609,Books,Fiction,Cry Wolf,"Hoag, Tami.",,1,12/23/2019
23344,9781443410366,Books,Fiction,Crying For The Moon,"Walsh, Mary , author.",,1,4/10/2019
16740,9780380788620,Books,Fiction,Cryptonomicon,"Stephenson, Neal",,1,12/11/2015
20008,9780399159084,Books,Hardcover fict,**Crystal Gardens,"Quick, Amanda.",,4,2/2/2018
6195,9781567182583,Books,Non-fiction,Crystal Medicine,"Elsbeth, Marguerite",,3,10/27/2015
234988,9780439796125,Books,child mid reade,Crystal the Snow Fairy,,,0,3/28/2020
23013,9780439813877,Books,child inter rea,Crystal The Snow Fairy,"Meadows, Daisy",,2,3/26/2019
5356,9780892391080,Books,child. Latin Am,Cuadros De Familia / Family Pictures,"Garza, Carmen Lomas",,5,10/22/2015
8898,9780452285033,Books,Fiction,Cuba,"Barr, Emily.",,7,11/14/2015
234953,,Books,Judd Dolle,Cuba,"Costantino, Gianni",,0,3/21/2020
15648,9781585732906,Books,Judd Dolle,Cuba  by Insight Guides (2008-03-15),"Guides, Insight",,2,8/26/2016
4140,9780385732338,Books,Young Adult,Cuba 15,"Osa, Nancy",,1,9/28/2015
14441,9780615318561,Books,Judd Dolle,Cuba 1952-1959,"Marquez-Sterling, Manuel",,1,4/6/2016
20693,9780385720526,Books,Judd Dolle,Cuba Confidential,"Bardach, Ann Louise",,0,6/23/2018
235502,0767914848,Books,Non-fiction,Cuba Diaries,"Tattlin, Isadora.",,0,12/11/2020
234735,1900949121,Books,Judd Dolle,Cuba Handbook,"Cameron, Sarah",,0,2/29/2020
248,9780822331971,Books,Judd Dolle,"Cuba Reader, The","Chomsky, Aviva , 1957-",,1,9/2/2015
15507,9780425280096,Books,Fiction,Cuba Straits,"White, Randy Wayne",,11,9/10/2016
23248,9781501101724,Books,Fiction,"Cuban Affair, The","DeMille, Nelson , author.",,2,11/29/2019
18568,9781472304360,Books,child anth.,Cuentos de Buenas Noches,Parragon,,6,8/28/2017
20701,9780890132265,Books,2nd language re,Cuentos From My Childhood,"Atencio, Paulette.",,1,6/23/2018
19383,9780385418126,Books,Non-fiction,"Cult Of The Right Hand, The","Terranova, Elaine.",,1,12/21/2017
300097,9780262691949,Books,Non-fiction,"cultivated wilderness, or, What is landscape?, The","Shepheard, Paul.",,0,6/1/2016
7525,9780393061161,Books,Non-fiction,Cultural amnesia,"James, Clive , 1939-",,3,11/11/2015
5404,9780875814433,Books,Non-fiction,Cultural Anthropology,"Robbins, Richard H.  (Richard Howard) , 1940-",,0,10/23/2015
5436,9780965008730,Books,Non-fiction,Cultural Creatives How 50 Million People Are Changing The World,"Ray, Paul H.",,1,10/23/2015
931,031323454X,Books,Judd Dolle,"Cultural History Of Spanish America, A","Picón-Salas, Mariano , 1901-1965.",,0,9/15/2015
5397,9780465031764,Books,Non-fiction,Culture Matters,"Huntington, Samuel P.",,0,10/23/2015
4923,0517581922,Books,Non-fiction,"Culture Of Desire, The","Browning, Frank , 1946-",,0,10/19/2015
19694,9780465026470,Books,Non-fiction,"Culture Of Disbelief, The","Carter, Stephen L. , 1954-",,0,3/14/2018
15344,9781558683990,Books,Judd Dolle,Culture Shock!.,"Cramer, Mark.",,1,1/14/2019
42515344,9781558683990,Books,Judd Dolle,Culture Shock!.,"Cramer, Mark.",,0,9/28/2015
5376,9780070497153,Books,Non-fiction,Culture Sketches,"Peters-Golden, Holly",,0,10/23/2015
15216,9780767920933,Books,Non-fiction,Culture Warrior,"O'Reilly, Bill",,1,7/16/2016
1391,0771025815,Books,Hardcover fict,"Cunning Man, The","Davies, Robertson , 1913-1995.",,1,9/19/2015
5885,9781593375423,Books,Non-fiction,"cup of comfort for nurses, A","Sell, Colleen.",,0,10/28/2015
760,086534020X,Books,Fiction,"Curandero, A Cuento","III, Jose Ortiz y Pino",,0,9/22/2015
12968,,DVDs,DVD,Curious Case of Benjamin Button,,,2,12/15/2015
234770,9780778319801,Books,Fiction,"Curious Charms Of Arthur Pepper, The","Patrick, Phaedra",,1,3/6/2020
5077,039515023x,Books,Children,Curious George,"Rey, H. A.  (Hans Augusto) , 1898-1977.",,6,10/20/2015
5124,,Books,pic. books pape,Curious George &the Puppies - 1998 publication,,,2,4/26/2017
5303,9780395519363,Books,child early rea,Curious George and the Dinosaur,"Rey, Margret",,3,10/15/2016
2741,0395424771,Books,child inter rea,Curious George At The Ballet,"Rey, Margret.",,2,10/14/2015
14652,9780618956708,Books,Children,Curious George Curious About Phonics 12 Book Set,"Rey, H. A.",,11,6/29/2016
5302,0590020447,Books,child inter rea,Curious George Gets A Medal,"Rey, H. A.",,2,11/21/2015
5062,0590020455,Books,pic. books pape,Curious George Rides A Bike,"Rey, H. A.",,1,10/20/2015
2779,0395186498,Books,pic. books pape,Curious George Takes A Job,"Rey, H. A.  (Hans Augusto) , 1898-1977.",,4,10/15/2015
2389,0553013874,Books,Non-fiction,"Curse Of Lono, The","Thompson, Hunter S.",,0,10/2/2015
4892,9780140380057,Books,Young Adult,"Curse Of The Blue Figurine, The","Gorey, Edward",,0,3/25/2021
300742,,DVDs,DVD,Curse of the Golden Flower,,,0,4/10/2021
1361,9781569474853,Books,Hardcover fict,Curse Of The Pogo Stick,"Cotterill, Colin.",,4,9/18/2015
17386,8434840693,Books,2nd language re,Curso de espanol para extranjeros,Artunedo Belen,,1,3/22/2017
16173,9687556781,Books,Judd Dolle Span,Curso de Grammatica Maya,"Quintal Marin, Fidelio",,0,12/28/2016
234402,,DVDs,DVD,Curtain Call,,,0,3/15/2021
16109,9780374530242,Books,Non-fiction,Curzon,"Gilmour, David",,0,10/21/2016
234151,0385601158,Books,Non-fiction,"Custom Of The Sea, The","Hanson, Neil.",,0,12/16/2019
235045,9781405852302,Books,2nd language re,Cutting Edge,"Cunningham, Sarah",,0,8/31/2020
300661,9781455536405,Books,Fiction,"Cutting Edge, The","Deaver, Jeffery",,0,4/7/2021
21929,9780307357786,Books,Fiction,Cutting For Stone,"Verghese, Abraham",,1,12/16/2018
14603,9780062277220,Books,Non-fiction,Cycle of Lies,"Macur, Juliet",,3,4/9/2016
16216,0671704648,Books,Fiction,Cyclops,"Cussler, Clive",,0,12/23/2016
12276,9781593080754,Books,Fiction,Cyrano de Bergerac  (B&N Classics),"Rostand, Edmond",,0,12/9/2015
1978,0760726736,Books,Non-fiction,Czars,"Duffy, James P.",,1,12/4/2015
9295,9780312939021,Books,Fiction,D is for Deadbeat,"Grafton, Sue",,3,11/27/2015
7483,9780394572444,Books,Non-fiction,D. H. Lawrence  A Biography,"Meyers, Jeffrey",,0,11/10/2015
12646,9780399157660,Books,Fiction,**D.C. Dead,"Woods, Stuart",,1,12/21/2015
8427,9780312984939,Books,Non-fiction,Da Nang Diary,"Yarborough, Tom",,0,3/24/2021
234836,9780375432309,Books,Fiction,"Da Vinci Code, The","Brown, Dan",,0,3/13/2020
3926,0385338619,Books,Non-fiction,Da Vinci Decoded,"Gelb, Michael.",,3,10/3/2015
12882,,DVDs,DVD,Dad,,,2,2/15/2016
18293,9780385349079,Books,Non-fiction,Dad is fat,"Gaffigan, Jim",,1,7/31/2017
20424,0440207622,Books,Fiction,Daddy,"Steel, Danielle",,1,5/7/2018
21286,9780811839143,Books,Board Books,Daddy Kisses,"Gutman, Anne",,2,9/17/2018
11158,9781476767307,Books,Fiction,Daddy's Gone a Hunting,"Higgins, Mary",,2,12/21/2015
236219,9780739401552,Books,Hardcover fict,"Daemons, Inc.","Bacon-Smith, Camille.",,0,1/8/2021
673,,Books,Judd Dolle,"Daily Life Of The Aztecs,, The","Soustelle, Jacques , 1912-",,0,9/15/2015
14831,9781568380438,Books,Non-fiction,Daily Meditations for Practicing The Course,"Casey, Karen",,1,5/14/2016
5792,0916856372,Books,Non-fiction,Daily Reflections,,,0,10/24/2015
20443,9780679744467,Books,Non-fiction,Daisy Bates In The Desert,"Blackburn, Julia.",,1,5/14/2018
17551,0446394521,Books,Fiction,Daisy Fay and the miracle man,"Flagg, Fannie.",,2,2/15/2017
23249,9781524798628,Books,Fiction,Daisy Jones & The Six,"Reid, Taylor Jenkins , author.",,1,11/29/2019
10689,9780140432626,Books,Fiction,Daisy Miller,"James, Henry",,0,12/1/2015
12755,9780060009250,Books,Fantasy,Daisy's Back in Town,"Gibson, Rachel",,1,12/11/2015
71,9780586089538,Books,Fiction,Dalkey Archive,"Obrien, F",,0,8/24/2015
16568,014794005998,Books,,Damage,Josephine Hart,,1,1/16/2017
10694,9780060746780,Books,Fiction,Damage Control,"Jance, Judith A.",,0,3/17/2021
9522,9780446617086,Books,Fiction,Damage control,"Dugoni, Robert.",,3,11/23/2015
18722,9782913875258,Books,Non-fiction,Damascus - A Travel Guide,,,0,11/8/2017
10262,9780684859118,Books,Fiction,Damascus Gate,"Stone, Robert",,2,12/11/2015
7899,0399136487,Books,Fantasy,Damia,"McCaffrey, Anne",,0,12/11/2015
7850,039913817x,Books,Fantasy,Damia's Children,"McCaffrey, Anne",,0,12/11/2015
300041,9781250043320,Books,Non-fiction,Dan Brown,"Rogak, Lisa , 1962-",,1,1/23/2021
300103,9780385484077,Books,Non-fiction,Dance Of A Fallen Monk,"Fowler, George",,3,2/21/2018
300561,9780062297679,Books,Fiction,**Dance Of The Bones,"Jance, Judith A. , author.",,1,4/2/2021
4265,9780060645892,Books,Non-fiction,"Dance Of The Dissident Daughter, The","Kidd, Sue Monk.",,0,10/14/2015
12583,9780515141665,Books,Fiction,Dance of the Gods,"Roberts, Nora",,0,12/11/2015
11945,9780226677149,Books,Fiction,"dance to the music of time, A","Powell, Anthony , 1905-2000.",,4,12/8/2015
17359,9780515131222,Books,Fiction,Dance upon the Air,"Roberts, Nora",,2,12/9/2015
12048,9780553586923,Books,Fiction,Dance with Me,"Rice, Luanne",,3,12/9/2015
4440,0399215212,Books,pic. books hard,"Dance, Tanya","Ichikawa, Satomi.",,8,10/21/2015
18321,,DVDs,DVD,Dances with Wolves,,,2,7/31/2017
13151,9780816520237,Books,Judd Dolle,Dancing alone in Mexico,"Butler, Ron , 1932-",,2,2/10/2016
300416,9780385489935,Books,Hardcover fict,Dancing At The Harvest Moon,"McKinnon, K. C.",,2,8/25/2015
15127,9780684831053,Books,Fiction,Dancing at the Rascal Fair,"Doig, Ivan",,0,7/11/2016
4076,9780816723621,Books,child 390,Dancing Drum,Cohlene,,1,10/3/2015
300016,9780670016556,Books,Non-fiction,Dancing Fish And Ammonites,"Lively, Penelope , 1933-",,0,1/15/2021
22483,0771008104,Books,Short Stories,Dancing Girls And Other Stories,"Atwood, Margaret , 1939-",,2,1/15/2019
2543,9781570621994,Books,Non-fiction,Dancing In The Flames,"Woodman, Marion , 1928-",,0,10/3/2015
235209,9780679774006,Books,Non-fiction,Dancing Naked In The Mind Field,"Mullis, Kary B.",,0,10/19/2020
17409,9780312426736,Books,Fiction,"Dancing to ""Almendra""","Montero, Mayra",,2,3/23/2017
3668,0746001797,Books,child adv. read,Danger At Demon's Cove,"Dolby, Karen",,1,10/14/2015
4195,1556610289,Books,Young Adult,Danger On Thunder Mountain,"Roddy, Lee , 1921-",,1,9/28/2015
19537,0671794639,Books,Young Adult,Danger Unlimited,"Dixon, Franklin W.",,3,1/10/2018
4174,0439507243,Books,Young Adult,"Danger, The","Korman, Gordon.",,0,9/24/2015
21885,9780316002929,Books,Fiction,"Dangerous Days Of Daniel X, The","Patterson, James , 1947-",,1,12/14/2018
19058,,Books,Non-fiction,Dangling in the Tournefortia,"Bukowski, Charles.",,1,11/13/2017
2021,9781595581938,Books,Hardcover fict,Daniel,"Mankell, Henning",,5,9/28/2015
2371,,Books,child 200,Daniel and the Lions,Transglobal,,1,10/1/2015
7448,9780805030075,Books,Non-fiction,Daniel Boone,"Faragher, John Mack , 1945-",,0,3/25/2021
9411,9781853261763,Books,Fiction,Daniel Deronda,"Eliot, George",,0,11/23/2015
234981,9780545169899,Books,child mid reade,Danielle the Daisy Fairy,,,0,3/28/2020
234431,9780545106276,Books,child inter rea,Danni The Drum Fairy,"Meadows, Daisy.",,0,1/6/2020
19926,,Books,Non-fiction,Danse Macabre,"King, Stephen",,0,3/8/2018
8331,9781860468230,Books,Non-fiction,Danube,"Magris, Claudio",,0,6/15/2016
19245,0380758997,Books,child adv. read,Daphne Takes Charge,"McBrier, Page",,0,12/2/2017
21067,0439168414,Books,Young Adult,Dare To Dream,"Medearis, Angela",,0,7/27/2018
5612,9781888363685,Books,Non-fiction,Dark Alliance,"Webb, Gary",,1,10/26/2015
4540,9780385738590,Books,Young Adult,"Dark And Hollow Places, The","Ryan, Carrie.",,1,9/29/2015
2913,9781576835296,Books,Young Adult,Dark Blue,"Carlson, Melody.",,0,9/22/2015
300674,9780330368605,Books,Fiction,"Dark Devotion, A","Francis, Clare.",,0,4/7/2021
235932,9780375434594,Books,large print,Dark Eye,"Bernhardt, William",,0,2/21/2020
12262,9780143036432,Books,Fiction,**Dark Fire,"Sansom, C. J.",,3,12/9/2015
2095,9780399153426,Books,Hardcover fict,Dark Harbor,"Woods, Stuart.",,2,9/30/2015
1888,9780553801927,Books,Hardcover fict,Dark Horse,"Hoag, Tami.",,2,9/24/2015
11340,9780425205082,Books,Fiction,Dark Justice,"Higgins, Jack",,1,11/28/2015
15459,,DVDs,DVD,Dark Knight,,,2,10/5/2016
234109,9781400049493,Books,Fiction,Dark Matter,"Kerr, Philip",,1,12/13/2019
20042,9780345501561,Books,Fiction,Dark Of Night,"Brockmann, Suzanne",,0,2/3/2018
2225,9780399154775,Books,Fiction,Dark Of The Moon,"Sandford, John , 1944 February 23-",,5,9/23/2015
4390,9780765311023,Books,Hardcover fict,Dark Of The Sun,"Yarbro, Chelsea Quinn , 1942-",,0,9/30/2015
3990,0671035630,Books,Young Adult,"Dark One, The","Metz, Melinda.",,0,9/28/2015
9961,9780330356411,Books,Fiction,Dark Places,"Grenville, Kate",,1,11/27/2015
235912,9781101902882,Books,Fiction,**Dark Places,"Flynn, Gillian",,1,2/19/2020
